Mod:Item:MetaData, Localized Name
Forestry:slabsFireproof:5, Wenge Wood Slab (Fireproof)
Forestry:slabsFireproof:6, Baobab Wood Slab (Fireproof)
Forestry:slabsFireproof:7, Sequoia Wood Slab (Fireproof)
Forestry:slabsFireproof:8, Kapok Wood Slab (Fireproof)
Forestry:slabsFireproof:9, Ebony Wood Slab (Fireproof)
Forestry:slabsFireproof:10, Mahogany Wood Slab (Fireproof)
Forestry:slabsFireproof:11, Balsa Wood Slab (Fireproof)
Forestry:slabsFireproof:12, Willow Wood Slab (Fireproof)
Forestry:slabsFireproof:13, Walnut Wood Slab (Fireproof)
Forestry:slabsFireproof:14, Greenheart Wood Slab (Fireproof)
Forestry:slabsFireproof:15, Cherry Wood Slab (Fireproof)
Forestry:slabsFireproof:16, Mahoe Wood Slab (Fireproof)
Forestry:slabsFireproof:17, Poplar Wood Slab (Fireproof)
Forestry:slabsFireproof:18, Palm Wood Slab (Fireproof)
Forestry:slabsFireproof:19, Papaya Wood Slab (Fireproof)
Forestry:slabsFireproof:20, Pine Wood Slab (Fireproof)
Forestry:slabsFireproof:21, Plum Wood Slab (Fireproof)
Forestry:slabsFireproof:22, Maple Wood Slab (Fireproof)
Forestry:slabsFireproof:23, Citrus Wood Slab (Fireproof)
Forestry:slabsFireproof:24, Giant Sequoia Wood Slab (Fireproof)
Forestry:slabsFireproof:25, Ipe Wood Slab (Fireproof)
Forestry:slabsFireproof:26, Padauk Wood Slab (Fireproof)
Forestry:slabsFireproof:27, Cocobolo Wood Slab (Fireproof)
Forestry:slabsFireproof:28, Zebrawood Wood Slab (Fireproof)
Forestry:fencesFireproof:0, Larch Fence (Fireproof)
Forestry:fencesFireproof:1, Teak Fence (Fireproof)
Forestry:fencesFireproof:2, Desert Acacia Fence (Fireproof)
Forestry:fencesFireproof:3, Lime Fence (Fireproof)
Forestry:fencesFireproof:4, Chestnut Fence (Fireproof)
Forestry:fencesFireproof:5, Wenge Fence (Fireproof)
Forestry:fencesFireproof:6, Baobab Fence (Fireproof)
Forestry:fencesFireproof:7, Sequoia Fence (Fireproof)
Forestry:fencesFireproof:8, Kapok Fence (Fireproof)
Forestry:fencesFireproof:9, Ebony Fence (Fireproof)
Forestry:fencesFireproof:10, Mahogany Fence (Fireproof)
Forestry:fencesFireproof:11, Balsa Fence (Fireproof)
Forestry:fencesFireproof:12, Willow Fence (Fireproof)
Forestry:fencesFireproof:13, Walnut Fence (Fireproof)
Forestry:fencesFireproof:14, Greenheart Fence (Fireproof)
Forestry:fencesFireproof:15, Cherry Fence (Fireproof)
Forestry:fencesFireproof:16, Mahoe Fence (Fireproof)
Forestry:fencesFireproof:17, Poplar Fence (Fireproof)
Forestry:fencesFireproof:18, Palm Fence (Fireproof)
Forestry:fencesFireproof:19, Papaya Fence (Fireproof)
Forestry:fencesFireproof:20, Pine Fence (Fireproof)
Forestry:fencesFireproof:21, Plum Fence (Fireproof)
Forestry:fencesFireproof:22, Maple Fence (Fireproof)
Forestry:fencesFireproof:23, Citrus Fence (Fireproof)
Forestry:fencesFireproof:24, Giant Sequoia Fence (Fireproof)
Forestry:fencesFireproof:25, Ipe Fence (Fireproof)
Forestry:fencesFireproof:26, Padauk Fence (Fireproof)
Forestry:fencesFireproof:27, Cocobolo Fence (Fireproof)
Forestry:fencesFireproof:28, Zebrawood Fence (Fireproof)
Forestry:stairsFireproof:0, Larch Stairs (Fireproof)
Forestry:stairsFireproof:1, Teak Stairs (Fireproof)
Forestry:stairsFireproof:2, Desert Acacia Stairs (Fireproof)
Forestry:stairsFireproof:3, Lime Stairs (Fireproof)
Forestry:stairsFireproof:4, Chestnut Stairs (Fireproof)
Forestry:stairsFireproof:5, Wenge Stairs (Fireproof)
Forestry:stairsFireproof:6, Baobab Stairs (Fireproof)
Forestry:stairsFireproof:7, Sequoia Stairs (Fireproof)
Forestry:stairsFireproof:8, Kapok Stairs (Fireproof)
Forestry:stairsFireproof:9, Ebony Stairs (Fireproof)
Forestry:stairsFireproof:10, Mahogany Stairs (Fireproof)
Forestry:stairsFireproof:11, Balsa Stairs (Fireproof)
Forestry:stairsFireproof:12, Willow Stairs (Fireproof)
Forestry:stairsFireproof:13, Walnut Stairs (Fireproof)
Forestry:stairsFireproof:14, Greenheart Stairs (Fireproof)
Forestry:stairsFireproof:15, Cherry Stairs (Fireproof)
Forestry:stairsFireproof:16, Mahoe Stairs (Fireproof)
Forestry:stairsFireproof:17, Poplar Stairs (Fireproof)
Forestry:stairsFireproof:18, Palm Stairs (Fireproof)
Forestry:stairsFireproof:19, Papaya Stairs (Fireproof)
Forestry:stairsFireproof:20, Pine Stairs (Fireproof)
Forestry:stairsFireproof:21, Plum Stairs (Fireproof)
Forestry:stairsFireproof:22, Maple Stairs (Fireproof)
Forestry:stairsFireproof:23, Citrus Stairs (Fireproof)
Forestry:stairsFireproof:24, Giant Sequoia Stairs (Fireproof)
Forestry:stairsFireproof:25, Ipe Stairs (Fireproof)
Forestry:stairsFireproof:26, Padauk Stairs (Fireproof)
Forestry:stairsFireproof:27, Cocobolo Stairs (Fireproof)
Forestry:stairsFireproof:28, Zebrawood Stairs (Fireproof)
Forestry:saplingGE:0, Sapling
Forestry:pods:0, Pod
Forestry:arboriculture:0, Arborist's Chest
Forestry:engine:0, Electrical Engine
Forestry:engine:1, Peat-fired Engine
Forestry:engine:2, Biogas Engine
Forestry:engine:3, Bio Generator
Forestry:engine:4, Clockwork Engine
Forestry:factory:0, Bottler
Forestry:factory:1, Carpenter
Forestry:factory:2, Centrifuge
Forestry:factory:3, Fermenter
Forestry:factory:4, Moistener
Forestry:factory:5, Squeezer
Forestry:factory:6, Still
Forestry:factory:7, Rainmaker
Forestry:factory2:0, Thermionic Fabricator
Forestry:factory2:1, Raintank
Forestry:factory2:2, Worktable
Forestry:mushroom:0, Mushroom
Forestry:mushroom:1, Mushroom
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:lepidopterology:0, Lepidopterist's Chest
Forestry:mail:0, Mailbox
Forestry:mail:1, Trade Station
Forestry:mail:2, Stamp Collector
gadomancy:BlockStickyJar, Sticky Jar
gadomancy:BlockArcaneDropper, Arcane Dropper
gadomancy:BlockInfusionClaw, Infusion Claw
gadomancy:BlockRemoteJar, Mirrored Jar
gadomancy:BlockExtendedNodeJar, Node in a Jar
gadomancy:BlockNodeManipulator:5, Node Manipulator
gadomancy:BlockStoneMachine:0, Randomization Focus
gadomancy:BlockStoneMachine:1, Ancient Pedestal
gadomancy:BlockStoneMachine:2, Arcane Enervation Emitter
gadomancy:BlockStoneMachine:3, Redirection Focus
gadomancy:BlockStoneMachine:4, Arcane Packager
gadomancy:BlockAdditionalEldritchPortal, Eldritch Portal
gadomancy:BlockAuraPylon:0, Aura Pylon
gadomancy:BlockAuraPylon:1, Aura Pylon Peak
gadomancy:BlockKnowledgeBook, Book of Knowledge
gadomancy:BlockEssentiaCompressor, Essentia Condenser
ImmersiveEngineering:ore:0, Copper Ore
ImmersiveEngineering:ore:1, Bauxite Ore
ImmersiveEngineering:ore:2, Lead Ore
ImmersiveEngineering:ore:3, Silver Ore
ImmersiveEngineering:ore:4, Nickel Ore
ImmersiveEngineering:storage:0, Block of Copper
ImmersiveEngineering:storage:1, Block of Aluminium
ImmersiveEngineering:storage:2, Block of Lead
ImmersiveEngineering:storage:3, Block of Silver
ImmersiveEngineering:storage:4, Block of Nickel
ImmersiveEngineering:storage:5, Block of Constantan
ImmersiveEngineering:storage:6, Block of Electrum
ImmersiveEngineering:storage:7, Block of Steel
ImmersiveEngineering:storage:8, Copper Wire Coil
ImmersiveEngineering:storage:9, Electrum Wire Coil
ImmersiveEngineering:storage:10, High-Voltage Wire Coil
ImmersiveEngineering:storageSlab:0, Copper Slab
ImmersiveEngineering:storageSlab:1, Aluminium Slab
ImmersiveEngineering:storageSlab:2, Lead Slab
ImmersiveEngineering:storageSlab:3, Silver Slab
ImmersiveEngineering:storageSlab:4, Nickel Slab
ImmersiveEngineering:storageSlab:5, Constantan Slab
ImmersiveEngineering:storageSlab:6, Electrum Slab
ImmersiveEngineering:storageSlab:7, Steel Slab
ImmersiveEngineering:stoneSlab:0, Hempcrete Slab
ImmersiveEngineering:stoneSlab:1, Concrete Slab
ImmersiveEngineering:stoneSlab:2, Concrete Tile Slab
ImmersiveEngineering:metalDevice:0, LV Wire Connector
ImmersiveEngineering:metalDevice:1, LV Capacitor
ImmersiveEngineering:metalDevice:1, LV Capacitor
ImmersiveEngineering:metalDevice:2, MV Wire Connector
ImmersiveEngineering:metalDevice:3, MV Capacitor
ImmersiveEngineering:metalDevice:3, MV Capacitor
ImmersiveEngineering:metalDevice:4, Transformer
ImmersiveEngineering:metalDevice:5, HV Wire Relay
ImmersiveEngineering:metalDevice:6, HV Wire Connector
ImmersiveEngineering:metalDevice:7, HV Capacitor
ImmersiveEngineering:metalDevice:7, HV Capacitor
ImmersiveEngineering:metalDevice:8, HV Transformer
ImmersiveEngineering:metalDevice:9, Kinetic Dynamo
ImmersiveEngineering:metalDevice:10, Thermoelectric Generator
ImmersiveEngineering:metalDevice:11, Conveyor Belt
ImmersiveEngineering:metalDevice:12, External Heater
ImmersiveEngineering:metalDevice:13, Item Router
ImmersiveEngineering:metalDevice:14, Core Sample Drill
ImmersiveEngineering:metalDevice:15, Dropping Conveyor Belt
ImmersiveEngineering:metalDevice2:0, Breaker Switch
ImmersiveEngineering:metalDevice2:2, Current Transformer
ImmersiveEngineering:metalDevice2:3, Powered Lantern
ImmersiveEngineering:metalDevice2:4, Floodlight
ImmersiveEngineering:metalDevice2:5, Fluid Pipe
ImmersiveEngineering:metalDevice2:6, Fluid Pump
ImmersiveEngineering:metalDevice2:7, Metal Barrel
ImmersiveEngineering:metalDevice2:8, Creative Capacitor
ImmersiveEngineering:metalDevice2:9, Redstone Breaker
ImmersiveEngineering:metalDevice2:10, Charging Station
ImmersiveEngineering:metalDevice2:11, Blast Furnace Preheater
ImmersiveEngineering:metalDecoration:0, Steel Fence
ImmersiveEngineering:metalDecoration:1, Steel Scaffolding
ImmersiveEngineering:metalDecoration:2, Lantern
ImmersiveEngineering:metalDecoration:3, Structural Arm
ImmersiveEngineering:metalDecoration:4, Radiator Block
ImmersiveEngineering:metalDecoration:5, Heavy Engineering Block
ImmersiveEngineering:metalDecoration:6, Generator Block
ImmersiveEngineering:metalDecoration:7, Light Engineering Block
ImmersiveEngineering:metalDecoration:8, Structural Cable Connector
ImmersiveEngineering:metalDecoration:9, Steel Wall Mount
ImmersiveEngineering:metalDecoration:10, Sheet Metal Block
ImmersiveEngineering:metalDecoration:11, Steel Scaffolding
ImmersiveEngineering:metalDecoration:12, Aluminium Fence
ImmersiveEngineering:metalDecoration:13, Aluminium Scaffolding
ImmersiveEngineering:metalDecoration:14, Aluminium Scaffolding
ImmersiveEngineering:metalDecoration:15, Aluminium Structural Arm
ImmersiveEngineering:metalDecoration2:0, Aluminium Sheet Metal Block
ImmersiveEngineering:metalDecoration2:1, Lead Sheet Metal Block
ImmersiveEngineering:metalDecoration2:2, Steel Sheet Metal Block
ImmersiveEngineering:metalMultiblock:0, Lightning Rod Base
ImmersiveEngineering:metalMultiblock:2, Industrial Squeezer
ImmersiveEngineering:metalMultiblock:3, Fermenter
ImmersiveEngineering:woodenDevice:0, Wooden Post
ImmersiveEngineering:woodenDevice:1, Water Wheel
ImmersiveEngineering:woodenDevice:2, Windmill
ImmersiveEngineering:woodenDevice:3, Improved Windmill
ImmersiveEngineering:woodenDevice:4, Wooden Storage Crate
ImmersiveEngineering:woodenDevice:5, Engineer's Workbench
ImmersiveEngineering:woodenDevice:6, Wooden Barrel
ImmersiveEngineering:woodenDecoration:1, Treated Wood Fence
ImmersiveEngineering:woodenDecoration:2, Treated Wood Slab
ImmersiveEngineering:woodenDecoration:4, Treated Wood Doubleslab
ImmersiveEngineering:woodenDecoration:5, Treated Wood Scaffolding
ImmersiveEngineering:woodenDecoration:6, Wooden Wall Mount
ImmersiveEngineering:treatedWood:0, Treated Wood Planks
ImmersiveEngineering:treatedWood:1, Treated Wood Planks
ImmersiveEngineering:treatedWood:2, Treated Wood Planks
ImmersiveEngineering:woodenStairs, Treated Wood Stairs
ImmersiveEngineering:woodenStairs1, Treated Wood Stairs
ImmersiveEngineering:woodenStairs2, Treated Wood Stairs
ImmersiveEngineering:stoneDevice:4, Insulating Glass
ImmersiveEngineering:stoneDecoration:0, Hempcrete
ImmersiveEngineering:stoneDecoration:1, Coke Brick
ImmersiveEngineering:stoneDecoration:2, Blast Brick
ImmersiveEngineering:stoneDecoration:3, Block of Coal Coke
ImmersiveEngineering:stoneDecoration:4, Concrete
ImmersiveEngineering:stoneDecoration:5, Concrete Tile
ImmersiveEngineering:stoneDecoration:6, Reinforced Blast Brick
ImmersiveEngineering:concreteStairs, Concrete Stairs
ImmersiveEngineering:concreteTileStairs, Concrete Tile Stairs
ImmersiveEngineering:hemp, Industrial Hemp
ImmersiveEngineering:fakeLight, tile.ImmersiveEngineering.fakeLight.name
ImmersiveEngineering:clothDevice, tile.ImmersiveEngineering.clothDevice.name
TConstruct:liquid.slime, Liquified Slime
TConstruct:MeatBlock, Hambone
TConstruct:WoolSlab1:0, Light Gray Wool Slab
TConstruct:WoolSlab1:1, Cyan Wool Slab
TConstruct:WoolSlab1:2, Purple Wool Slab
TConstruct:WoolSlab1:3, Blue Wool Slab
TConstruct:WoolSlab1:4, Brown Wool Slab
TConstruct:WoolSlab1:5, Green Wool Slab
TConstruct:WoolSlab1:6, Red Wool Slab
TConstruct:WoolSlab1:7, Black Wool Slab
TConstruct:WoolSlab2:0, Gray Wool Slab
TConstruct:WoolSlab2:1, Gray Wool Slab
TConstruct:WoolSlab2:2, Gray Wool Slab
TConstruct:WoolSlab2:3, Gray Wool Slab
TConstruct:WoolSlab2:4, Gray Wool Slab
TConstruct:WoolSlab2:5, Gray Wool Slab
TConstruct:WoolSlab2:6, Gray Wool Slab
TConstruct:WoolSlab2:7, Gray Wool Slab
TConstruct:trap.punji, Punji Stick
TConstruct:trap.barricade.oak, Oak Barricade
TConstruct:trap.barricade.spruce, Spruce Barricade
TConstruct:trap.barricade.birch, Birch Barricade
TConstruct:trap.barricade.jungle, Jungle Barricade
TConstruct:explosive.slime:0, SDX
TConstruct:explosive.slime:2, SDX
TConstruct:slime.gel:0, Congealed Blue Slime
TConstruct:slime.gel:1, Congealed Green Slime
TConstruct:slime.gel:2, Congealed Purple Slime
TConstruct:slime.grass:0, Slimy Grass
TConstruct:slime.grass.tall:0, Slimy Grass
TConstruct:slime.leaves:0, Slimy Leaves
TConstruct:slime.sapling:0, Slimy Sapling
TConstruct:slime.channel, Slime Channel
TConstruct:blood.channel, Blood Channel
TConstruct:slime.pad, Bounce Pad
TConstruct:decoration.stonetorch, Torch
TConstruct:decoration.stoneladder, Ladder
TConstruct:decoration.multibrick:0, Obsidian Brick
TConstruct:decoration.multibrick:1, Sandstone Brick
TConstruct:decoration.multibrick:2, Netherrack Brick
TConstruct:decoration.multibrick:3, Polished Stone Brick
TConstruct:decoration.multibrick:4, Iron Brick
TConstruct:decoration.multibrick:5, Gold Brick
TConstruct:decoration.multibrick:6, Lapis Brick
TConstruct:decoration.multibrick:7, Diamond Brick
TConstruct:decoration.multibrick:8, Redstone Brick
TConstruct:decoration.multibrick:9, Bone Brick
TConstruct:decoration.multibrick:10, Slime Brick
TConstruct:decoration.multibrick:11, Slime Brick
TConstruct:decoration.multibrick:12, Endstone Brick
TConstruct:decoration.multibrick:13, Obsidian Brick
TConstruct:decoration.multibrickfancy:0, Fancy Obsidian Brick
TConstruct:decoration.multibrickfancy:1, Fancy Sandstone Brick
TConstruct:decoration.multibrickfancy:2, Fancy Netherrack Brick
TConstruct:decoration.multibrickfancy:3, Fancy Polished Stone Brick
TConstruct:decoration.multibrickfancy:4, Fancy Iron Brick
TConstruct:decoration.multibrickfancy:5, Fancy Gold Brick
TConstruct:decoration.multibrickfancy:6, Fancy Lapis Brick
TConstruct:decoration.multibrickfancy:7, Fancy Diamond Brick
TConstruct:decoration.multibrickfancy:8, Fancy Redstone Brick
TConstruct:decoration.multibrickfancy:9, Fancy Bone Brick
TConstruct:decoration.multibrickfancy:10, Fancy Slime Brick
TConstruct:decoration.multibrickfancy:11, Fancy Slime Brick
TConstruct:decoration.multibrickfancy:12, Fancy Endstone Brick
TConstruct:decoration.multibrickfancy:13, Fancy Obsidian Brick
TConstruct:decoration.multibrickfancy:14, Fancy Stone Brick
TConstruct:decoration.multibrickfancy:15, Stone Road
TConstruct:decoration.multibrickmetal:0, Alumite Brick
TConstruct:decoration.multibrickmetal:1, Ardite Brick
TConstruct:decoration.multibrickmetal:2, Cobalt Brick
TConstruct:decoration.multibrickmetal:3, Manyullyn Brick
TConstruct:decoration.multibrickmetal:4, Fancy Alumite Brick
TConstruct:decoration.multibrickmetal:5, Fancy Ardite Brick
TConstruct:decoration.multibrickmetal:6, Fancy Cobalt Brick
TConstruct:decoration.multibrickmetal:7, Fancy Manyullyn Brick
TConstruct:ore.berries.one:8, Iron Oreberry Bush
TConstruct:ore.berries.one:9, Gold Oreberry Bush
TConstruct:ore.berries.one:10, Copper Oreberry Bush
TConstruct:ore.berries.one:11, Tin Oreberry Bush
TConstruct:ore.berries.two:8, Aluminum Oreberry Bush
TConstruct:ore.berries.two:9, Essence Berry Bush
TConstruct:SearedBrick:1, Cobalt Ore
TConstruct:SearedBrick:2, Ardite Ore
TConstruct:SearedBrick:3, Copper Ore
TConstruct:SearedBrick:4, Tin Ore
TConstruct:SearedBrick:5, Aluminum Ore
TConstruct:GravelOre:0, Iron Gravel Ore
TConstruct:GravelOre:1, Gold Gravel Ore
TConstruct:GravelOre:2, Copper Gravel Ore
TConstruct:GravelOre:3, Tin Gravel Ore
TConstruct:GravelOre:4, Aluminum Gravel Ore
TConstruct:GravelOre:5, Cobalt Gravel Ore
TConstruct:rail.wood, Wooden Rail
TConstruct:MetalBlock:0, Block of Cobalt
TConstruct:MetalBlock:1, Block of Ardite
TConstruct:MetalBlock:2, Block of Manyullyn
TConstruct:MetalBlock:3, Block of Copper
TConstruct:MetalBlock:4, Block of Bronze
TConstruct:MetalBlock:5, Block of Tin
TConstruct:MetalBlock:6, Block of Aluminum
TConstruct:MetalBlock:7, Block of Aluminum Brass
TConstruct:MetalBlock:8, Block of Alumite
TConstruct:MetalBlock:9, Block of Steel
TConstruct:MetalBlock:10, Block of Solid Ender
TConstruct:ToolStationBlock:0, Tool Station
TConstruct:ToolStationBlock:1, Part Builder
TConstruct:ToolStationBlock:2, Part Builder
TConstruct:ToolStationBlock:3, Part Builder
TConstruct:ToolStationBlock:4, Part Builder
TConstruct:ToolStationBlock:5, Pattern Chest
TConstruct:ToolStationBlock:10, Stencil Table
TConstruct:ToolStationBlock:11, Stencil Table
TConstruct:ToolStationBlock:12, Stencil Table
TConstruct:ToolStationBlock:13, Stencil Table
TConstruct:ToolForgeBlock:0, Tool Forge
TConstruct:ToolForgeBlock:1, Tool Forge
TConstruct:ToolForgeBlock:2, Tool Forge
TConstruct:ToolForgeBlock:3, Tool Forge
TConstruct:ToolForgeBlock:4, Tool Forge
TConstruct:ToolForgeBlock:5, Tool Forge
TConstruct:ToolForgeBlock:6, Tool Forge
TConstruct:ToolForgeBlock:7, Tool Forge
TConstruct:ToolForgeBlock:8, Tool Forge
TConstruct:ToolForgeBlock:9, Tool Forge
TConstruct:ToolForgeBlock:10, Tool Forge
TConstruct:ToolForgeBlock:11, Tool Forge
TConstruct:ToolForgeBlock:12, Tool Forge
TConstruct:ToolForgeBlock:13, Tool Forge
TConstruct:CraftingStation, Crafting Station
TConstruct:CraftingSlab:0, Crafting Station
TConstruct:CraftingSlab:1, Tool Station
TConstruct:CraftingSlab:2, Part Builder
TConstruct:CraftingSlab:3, Stencil Table
TConstruct:CraftingSlab:4, Pattern Chest
TConstruct:CraftingSlab:5, Tool Forge
TConstruct:FurnaceSlab, Slab Furnace
TConstruct:HeldItemBlock, Frying Pan
TConstruct:BattleSignBlock, tile.Battlesign.name
TConstruct:CraftedSoil:0, Slimy Mud
TConstruct:CraftedSoil:1, Grout
TConstruct:CraftedSoil:2, Slimy Mud
TConstruct:CraftedSoil:3, Graveyard Soil
TConstruct:CraftedSoil:4, Consecrated Soil
TConstruct:CraftedSoil:5, Blue Slimedirt
TConstruct:CraftedSoil:6, Slime Soil
TConstruct:fluid.molten.iron, Molten Iron
TConstruct:fluid.molten.gold, Molten Gold
TConstruct:fluid.molten.copper, Molten Copper
TConstruct:fluid.molten.tin, Liquid Tin
TConstruct:fluid.molten.aluminum, Molten Aluminum
TConstruct:fluid.molten.cobalt, Molten Cobalt
TConstruct:fluid.molten.ardite, Molten Ardite
TConstruct:fluid.molten.bronze, Molten Bronze
